author_type;location;floor;floors_count;rooms_count;total_meters;price;year_of_construction;living_meters;kitchen_meters;district;underground;price_per_sqm
realtor;Истра;4;5;3;61;8500000;1975;46;6;;Нахабино;139344
real_estate_agent;Истра;8;10;3;90;14900000;-1;49;14;;Нахабино;165556
real_estate_agent;Истра;4;4;3;74;8600000;2012;43;14;;Нахабино;116216
real_estate_agent;Истра;1;4;3;75;9400000;-1;45;14;;Нахабино;125333
real_estate_agent;Истра;1;5;3;61;7290000;-1;47;6;;Нахабино;119508
realtor;Истра;6;9;3;58;9000000;1993;34;8;Истра;;155172
realtor;Истра;2;10;3;69;15900000;2000;48;10;;Нахабино;230435
real_estate_agent;Истра;7;29;3;71;11000000;2018;41;13;Истра;;154930
real_estate_agent;Истра;4;4;3;84;11800000;2023;48;16;;Нахабино;140476
realtor;Истра;1;9;3;60;8200000;1968;45;7;;Нахабино;136667
real_estate_agent;Истра;4;4;3;79;8750000;-1;50;12;;Нахабино;110759
real_estate_agent;Истра;5;5;3;54;5900000;-1;30;6;;Нахабино;109259
real_estate_agent;Истра;4;5;3;51;7500000;-1;-1;5;;Нахабино;147059
homeowner;Истра;2;4;3;85;12500000;2023;48;15;;Нахабино;147059
real_estate_agent;Истра;4;5;3;60;6300000;1976;46;7;;Нахабино;105000
real_estate_agent;Истра;8;13;3;85;13900000;2008;52;17;;Нахабино;163529
realtor;Истра;2;14;3;86;12900000;-1;-1;-1;Истра;;150000
real_estate_agent;Истра;4;10;3;90;12500000;2003;55;10;;Нахабино;138889
real_estate_agent;Истра;2;5;3;59;8700000;1968;45;7;;Нахабино;147458
realtor;Истра;8;11;4;85;12900000;2003;-1;11;;Нахабино;151765
realtor;Истра;4;5;4;81;12500000;1977;51;10;;Нахабино;154321
unknown;Истра;2;9;4;74;12900000;1900;53;12;Истра;;174324
real_estate_agent;Истра;2;5;4;80;15150000;1978;49;10;;Нахабино;189375
real_estate_agent;Истра;5;9;4;79;11500000;1986;48;8;;Нахабино;145570
homeowner;Истра;2;5;4;75;9700000;1978;39;12;Истра;;129333
real_estate_agent;Истра;2;5;4;60;8498000;-1;45;6;;Нахабино;141633
real_estate_agent;Истра;1;9;4;81;11800000;1994;51;9;;Нахабино;145679
real_estate_agent;Истра;7;14;4;150;22148000;-1;100;17;;Нахабино;147653
real_estate_agent;Истра;12;13;4;103;14000000;2007;76;17;;Нахабино;135922
homeowner;Истра;4;5;4;65;10500000;-1;47;6;Истра;;161538
homeowner;Истра;3;5;2;45;6200000;1974;-1;7;;Нахабино;137778
realtor;Истра;2;5;2;43;5500000;1970;28;7;;Нахабино;127907
realtor;Лобня;3;5;1;304;5299999;1964;-1;-1;;Лобня;17434
real_estate_agent;Лобня;14;16;1;42;5650000;2022;19;9;;Лобня;134524
homeowner;Лобня;9;17;1;37;7200000;2011;19;9;;Лобня;194595
real_estate_agent;Лобня;10;17;1;38;5086800;2011;19;9;;Лобня;133863
realtor;Лобня;3;17;1;36;6800000;2010;19;10;;Лобня;188889
realtor;Лобня;6;17;1;313;5400000;2021;15;10;;Лобня;17252
realtor;Лобня;3;9;1;39;5890000;-1;18;9;;Лобня;151026
realtor;Лобня;10;14;1;34;6600000;2009;18;12;;Лобня;194118
unknown;Лобня;8;9;1;36;5690000;1988;18;7;;Лобня;158056
realtor;Лобня;5;5;1;243;3700000;1966;17;5;;Лобня;15226
homeowner;Лобня;10;16;1;35;6700000;1982;20;10;;Лобня;191429
real_estate_agent;Лобня;5;9;1;33;4700000;-1;18;8;;Лобня;142424
real_estate_agent;Лобня;5;5;1;31;4200000;-1;19;5;;Лобня;135484
realtor;Лобня;14;14;1;36;5900000;-1;19;9;;Лобня;163889
realtor;Лобня;21;23;1;44;7700000;2018;18;12;;Лобня;175000
homeowner;Лобня;2;5;1;30;4300000;1971;18;5;;Лобня;143333
realtor;Лобня;5;5;1;29;3600000;-1;18;6;;Лобня;124138
realtor;Лобня;8;9;1;52;8950000;2007;18;14;;Лобня;172115
homeowner;Лобня;8;9;1;39;6500000;1997;13;17;;Лобня;166667
real_estate_agent;Лобня;13;18;1;37;5850000;2018;17;12;;Лобня;158108
realtor;Лобня;12;17;1;38;6500000;2014;18;10;;Лобня;171053
realtor;Лобня;3;17;1;43;7100000;2016;-1;-1;;Лобня;165116
real_estate_agent;Лобня;5;5;1;48;7500000;2003;22;13;;Лобня;156250
realtor;Лобня;16;17;1;48;7300000;-1;19;12;;Лобня;152083
real_estate_agent;Лобня;4;14;1;45;6900000;2008;20;15;;Лобня;153333
realtor;Лобня;17;17;1;34;6000000;2019;15;10;;Лобня;176471
real_estate_agent;Лобня;1;10;1;34;4800000;2009;16;9;;Лобня;141176
real_estate_agent;Лобня;3;4;1;301;4590000;-1;17;7;;Лобня;15249
real_estate_agent;Лобня;9;17;1;40;6000000;2018;15;12;;Лобня;150000
real_estate_agent;Лобня;7;16;1;35;6000000;2004;18;9;;Лобня;171429
homeowner;Лобня;2;5;1;32;4900000;1979;18;6;;Лобня;153125
real_estate_agent;Лобня;13;14;1;41;6300000;-1;18;11;;Лобня;153659
realtor;Лобня;10;17;1;34;4900000;2023;18;10;;Лобня;144118
homeowner;Лобня;3;5;1;303;5300000;1965;18;6;;Лобня;17492
realtor;Лобня;10;20;1;45;6300000;2008;18;10;;Лобня;140000
real_estate_agent;Лобня;2;16;1;313;6300000;2021;14;10;;Лобня;20128
realtor;Лобня;16;16;1;41;5950000;2006;21;12;;Лобня;145122
realtor;Лобня;7;9;1;33;5299000;1977;16;6;;Лобня;160576
realtor;Лобня;6;14;1;38;7000000;2005;19;12;;Лобня;184211
real_estate_agent;Лобня;1;5;1;34;4200000;-1;21;6;;Лобня;123529
realtor;Лобня;16;16;1;37;7000000;2011;17;10;;Лобня;189189
real_estate_agent;Лобня;7;17;1;45;7970000;2011;16;15;;Лобня;177111
homeowner;Лобня;8;8;1;54;8690000;2001;25;12;;Лобня;160926
real_estate_agent;Лобня;3;9;1;35;6300000;1975;17;7;;Лобня;180000
real_estate_agent;Лобня;11;12;1;36;6500000;1992;18;10;;Лобня;180556
homeowner;Лобня;9;17;1;45;8225000;2017;25;10;;Лобня;182778
realtor;Лобня;3;16;1;37;6200000;2007;19;9;;Лобня;167568
real_estate_agent;Лобня;12;17;1;37;5350000;-1;17;12;;Лобня;144595
real_estate_agent;Лобня;16;17;1;37;6000000;2024;20;7;;Лобня;162162
real_estate_agent;Лобня;9;17;1;32;6500000;-1;15;9;;Лобня;203125
realtor;Лобня;5;17;1;37;6800000;2011;20;9;;Лобня;183784
real_estate_agent;Лобня;2;16;1;36;6600000;2011;-1;9;;Лобня;183333
real_estate_agent;Лобня;3;16;1;35;5700000;2007;18;8;;Лобня;162857
real_estate_agent;Лобня;1;5;1;38;5300000;1983;18;8;;Лобня;139474
homeowner;Лобня;6;9;1;59;8800000;2005;24;12;;Лобня;149153
realtor;Лобня;5;17;1;37;7000000;2011;19;10;;Лобня;189189
real_estate_agent;Лобня;7;16;1;44;6500000;-1;18;8;;Лобня;147727
realtor;Лобня;8;19;1;45;6950000;2014;21;11;;Лобня;154444
realtor;Лобня;13;16;1;40;6590000;2011;20;10;;Лобня;164750
real_estate_agent;Лобня;2;14;1;42;7500000;2014;17;9;;Лобня;178571
unknown;Лобня;2;14;1;39;6300000;1995;21;8;;Лобня;161538
real_estate_agent;Лобня;4;5;1;36;5599000;1983;-1;9;;Лобня;155528
realtor;Лобня;9;18;1;46;9300000;2018;-1;22;;Лобня;202174
real_estate_agent;Лобня;4;5;1;38;4700000;1983;18;7;;Лобня;123684
real_estate_agent;Лобня;5;5;1;32;5800000;1985;-1;5;;Лобня;181250
real_estate_agent;Лобня;17;17;1;37;7500000;2015;17;12;;Лобня;202703
real_estate_agent;Лобня;14;16;1;48;5450000;2022;19;12;;Лобня;113542
real_estate_agent;Лобня;17;17;1;34;6250000;2014;15;10;;Лобня;183824
realtor;Лобня;10;16;1;49;8200000;2022;16;11;;Лобня;167347
real_estate_agent;Лобня;9;17;1;33;5110000;-1;-1;-1;Лобня;;154848
realtor;Лобня;10;17;1;37;6150000;2010;19;9;;Лобня;166216
real_estate_agent;Лобня;3;16;1;38;6299000;-1;18;9;;Лобня;165763
homeowner;Лобня;11;14;1;35;6500000;1996;19;8;;Лобня;185714
realtor;Лобня;9;9;1;34;4990000;-1;19;9;;Лобня;146765
realtor;Лобня;9;18;1;40;5990000;2018;20;10;;Лобня;149750
unknown;Лобня;23;23;1;46;9200000;2016;19;15;;Лобня;200000
real_estate_agent;Лобня;15;17;1;41;6400000;2012;18;9;;Лобня;156098
unknown;Лобня;3;14;1;317;6050000;1989;17;8;;Лобня;19085
unknown;Лобня;2;14;1;34;5300000;2009;16;9;;Лобня;155882
real_estate_agent;Лобня;3;4;1;311;4900000;1961;20;6;;Лобня;15756
realtor;Лобня;5;14;1;40;7200000;2018;19;12;;Лобня;180000
homeowner;Лобня;9;21;1;42;7200000;2016;19;12;;Лобня;171429
unknown;Лобня;9;19;1;44;6650000;2008;18;10;;Лобня;151136
realtor;Лобня;15;17;1;40;6900000;-1;-1;-1;Лобня;;172500
homeowner;Лобня;4;16;1;37;6700000;2011;-1;10;;Лобня;181081
real_estate_agent;Лобня;10;17;1;33;6400000;2018;17;9;;Лобня;193939
realtor;Лобня;2;5;1;33;5000000;1971;15;7;;Лобня;151515
realtor;Лобня;7;9;1;33;6600000;-1;20;10;;Лобня;200000
unknown;Лобня;4;5;1;305;4880000;1967;18;6;;Лобня;16000
real_estate_agent;Лобня;2;9;1;36;7200000;1979;19;9;;Лобня;200000
homeowner;Лобня;8;14;1;34;5200000;2009;14;10;;Лобня;152941
realtor;Лобня;10;14;1;42;7200000;2010;22;12;;Лобня;171429
real_estate_agent;Лобня;2;5;1;315;5450000;1964;18;3;;Лобня;17302
homeowner;Лобня;14;14;1;41;6900000;2002;21;12;;Лобня;168293
realtor;Лобня;6;17;1;37;6600000;2010;19;7;;Лобня;178378
real_estate_agent;Лобня;8;17;1;40;6700000;2017;20;9;;Лобня;167500
homeowner;Лобня;10;17;1;32;6400000;2022;15;10;;Лобня;200000
real_estate_agent;Лобня;8;14;1;46;7650000;2001;-1;10;;Лобня;166304
realtor;Лобня;21;21;1;42;7400000;-1;20;9;;Лобня;176190
homeowner;Лобня;13;14;1;39;7200000;2001;20;11;;Лобня;184615
real_estate_agent;Лобня;15;16;1;39;6800000;2011;18;10;;Лобня;174359
real_estate_agent;Лобня;3;14;1;49;7400000;-1;20;13;;Лобня;151020
homeowner;Лобня;6;17;1;39;7100000;2016;18;11;;Лобня;182051
real_estate_agent;Лобня;4;16;1;54;6299000;2018;20;10;;Лобня;116648
unknown;Лобня;3;5;1;30;5100000;1970;18;5;Лобня;;170000
real_estate_agent;Лобня;14;18;1;41;6990000;2009;18;12;;Лобня;170488
realtor;Лобня;12;19;1;48;6990000;2012;21;11;;Лобня;145625
real_estate_agent;Лобня;15;17;1;37;6400000;2013;19;10;;Лобня;172973
homeowner;Лобня;3;5;1;31;5300000;-1;-1;-1;Лобня;;170968
realtor;Лобня;10;17;1;36;6700000;2010;19;9;;Лобня;186111
real_estate_agent;Лобня;10;14;1;36;6500000;1994;19;8;;Лобня;180556
real_estate_agent;Лобня;8;14;1;34;6400000;-1;17;10;;Лобня;188235
real_estate_agent;Лобня;20;22;1;44;7800000;2013;18;12;;Лобня;177273
realtor;Лобня;1;5;1;313;4900000;1966;18;6;;Лобня;15655
homeowner;Лобня;2;20;1;44;6790000;2008;18;10;;Лобня;154318
real_estate_agent;Лобня;5;5;1;31;5899999;1976;18;6;;Лобня;190323
unknown;Лобня;2;5;1;305;4750000;-1;18;6;;Лобня;15574
real_estate_agent;Лобня;6;16;1;39;6700000;2011;17;8;;Лобня;171795
real_estate_agent;Лобня;10;17;1;32;6400000;2023;-1;10;;Лобня;200000
realtor;Лобня;6;16;1;35;6100000;2007;18;8;;Лобня;174286
realtor;Лобня;4;5;1;35;5400000;1993;18;6;;Лобня;154286
real_estate_agent;Лобня;1;5;1;30;4899000;1966;18;5;;Лобня;163300
real_estate_agent;Лобня;5;5;1;32;5900000;1957;-1;6;;Лобня;184375
real_estate_agent;Лобня;5;17;1;32;5300000;2023;-1;10;;Лобня;165625
homeowner;Лобня;5;17;1;32;5300000;2021;15;10;;Лобня;165625
homeowner;Лобня;4;17;1;46;7490000;2014;20;10;;Лобня;162826
realtor;Лобня;17;17;1;33;5000000;-1;18;10;;Лобня;151515
realtor;Лобня;15;16;1;38;6400000;2007;18;8;;Лобня;168421
homeowner;Лобня;5;17;1;32;4900000;2024;15;10;;Лобня;153125
real_estate_agent;Лобня;2;5;1;305;4650000;1971;16;6;;Лобня;15246
real_estate_agent;Лобня;17;17;1;36;7400000;-1;17;12;;Лобня;205556
real_estate_agent;Лобня;16;17;1;41;5500000;2019;20;11;;Лобня;134146
homeowner;Лобня;2;16;1;37;6600000;2011;20;9;;Лобня;178378
real_estate_agent;Лобня;4;5;1;36;5590000;1983;18;9;;Лобня;155278
real_estate_agent;Лобня;5;17;1;34;6500000;2018;15;10;;Лобня;191176
homeowner;Лобня;17;17;1;35;5950000;2018;16;10;;Лобня;170000
homeowner;Лобня;1;14;1;42;7200000;2001;21;11;;Лобня;171429
realtor;Лобня;14;17;2;54;6799995;2021;31;10;;Лобня;125926
real_estate_agent;Лобня;3;9;2;44;7299999;1974;28;8;;Лобня;165909
realtor;Лобня;3;3;2;43;4600000;1962;30;6;;Лобня;106977
realtor;Лобня;8;18;2;66;11200000;2017;18;33;;Лобня;169697
realtor;Лобня;6;7;2;78;11500000;-1;-1;16;;Лобня;147436
real_estate_agent;Лобня;13;19;2;72;8990000;2013;40;12;;Лобня;124861
unknown;Лобня;17;19;2;54;6900000;2013;29;13;;Лобня;127778
homeowner;Лобня;3;17;2;55;7600000;2017;40;12;;Лобня;138182
realtor;Лобня;6;17;2;58;11000000;2014;29;10;;Лобня;189655
realtor;Лобня;8;17;2;60;10900000;2013;34;13;;Лобня;181667
unknown;Лобня;1;4;2;43;5999999;1900;-1;6;;Лобня;139535
homeowner;Лобня;15;17;2;82;14500000;2014;42;23;;Лобня;176829
real_estate_agent;Лобня;13;17;2;58;7799000;-1;43;10;;Лобня;134466
realtor;Лобня;3;5;2;44;6100000;1965;29;6;;Лобня;138636
real_estate_agent;Лобня;3;4;2;43;6300000;1962;25;6;;Лобня;146512
realtor;Лобня;2;17;2;60;9500000;2011;34;13;;Лобня;158333
real_estate_agent;Лобня;2;2;2;51;5300000;1959;31;8;;Лобня;103922
realtor;Лобня;12;17;2;53;8000000;2010;30;10;;Лобня;150943
realtor;Лобня;3;5;2;50;7100000;1978;28;8;;Лобня;142000
realtor;Лобня;4;5;2;44;5550000;1971;31;6;;Лобня;126136
real_estate_agent;Лобня;4;14;2;57;7500000;-1;30;13;;Лобня;131579
realtor;Лобня;25;25;2;57;11000000;2021;30;10;;Лобня;192982
real_estate_agent;Лобня;17;17;2;60;7700000;2010;33;13;;Лобня;128333
real_estate_agent;Лобня;1;4;2;45;5960000;-1;-1;-1;;Лобня;132444
realtor;Лобня;6;14;2;70;7800000;2013;37;11;;Лобня;111429
real_estate_agent;Лобня;6;14;2;67;7700000;2016;36;13;;Лобня;114925
real_estate_agent;Лобня;4;14;2;52;8500000;-1;33;9;;Лобня;163462
real_estate_agent;Лобня;4;5;2;38;6100000;-1;22;7;;Лобня;160526
real_estate_agent;Лобня;4;17;2;58;8500000;-1;32;10;;Лобня;146552
real_estate_agent;Лобня;13;17;2;80;10300000;2017;34;22;;Лобня;128750
real_estate_agent;Лобня;3;9;2;53;6100000;1988;32;8;;Лобня;115094
real_estate_agent;Лобня;17;17;2;60;9980000;2010;34;13;;Лобня;166333
homeowner;Лобня;5;5;2;45;5500000;-1;-1;-1;;Лобня;122222
real_estate_agent;Лобня;7;19;2;60;11690000;2016;31;13;;Лобня;194833
real_estate_agent;Лобня;10;12;2;38;5500000;1975;22;6;;Лобня;144737
real_estate_agent;Лобня;2;5;2;42;6550000;1972;27;7;;Лобня;155952
real_estate_agent;Лобня;2;19;2;91;15500000;2014;42;30;;Лобня;170330
homeowner;Лобня;4;5;2;42;6250000;1967;29;6;;Лобня;148810
real_estate_agent;Лобня;5;5;2;42;7550000;1974;27;6;;Лобня;179762
real_estate_agent;Лобня;10;17;2;47;7500000;2017;26;10;;Лобня;159574
real_estate_agent;Лобня;14;17;2;57;9700000;-1;31;14;;Лобня;170175
realtor;Лобня;8;16;2;55;8700000;2004;30;12;;Лобня;158182
homeowner;Лобня;15;17;2;62;10000000;2010;-1;13;;Лобня;161290
realtor;Лобня;7;19;2;60;11200000;-1;-1;13;;Лобня;186667
real_estate_agent;Лобня;7;7;2;80;13500000;2007;31;20;;Лобня;168750
real_estate_agent;Лобня;1;14;2;63;8300000;2006;30;12;;Лобня;131746
real_estate_agent;Лобня;13;17;2;65;9100000;2018;26;24;;Лобня;140000
homeowner;Лобня;9;18;2;40;8000000;2014;27;11;;Лобня;200000
real_estate_agent;Лобня;1;3;2;41;5200000;-1;28;6;;Лобня;126829
real_estate_agent;Лобня;12;12;2;120;13999000;2000;65;16;;Лобня;116658
real_estate_agent;Лобня;4;5;2;44;6250000;1970;29;7;Лобня;;142045
homeowner;Лобня;8;17;2;62;10200000;2015;33;13;;Лобня;164516
realtor;Лобня;4;17;2;46;8650000;2019;12;23;;Лобня;188043
realtor;Лобня;1;3;2;42;9600000;-1;28;6;;Лобня;228571
real_estate_agent;Лобня;5;5;2;42;5700000;1970;-1;7;Лобня;;135714
homeowner;Лобня;5;18;2;46;7800000;2018;12;22;;Лобня;169565
realtor;Лобня;2;9;2;48;7650000;-1;-1;-1;;Лобня;159375
homeowner;Лобня;5;5;2;46;6500000;1966;31;6;;Лобня;141304
real_estate_agent;Лобня;8;9;2;41;7400000;1975;30;6;;Лобня;180488
homeowner;Лобня;7;18;2;66;10700000;2017;30;14;;Лобня;162121
homeowner;Лобня;3;17;2;61;10700000;2012;34;10;;Лобня;175410
homeowner;Лобня;3;4;2;43;8500000;1962;26;7;;Лобня;197674
homeowner;Лобня;5;14;2;83;12100000;2007;40;14;;Лобня;145783
homeowner;Лобня;3;17;2;61;10600000;2010;34;10;;Лобня;173770
homeowner;Лобня;4;5;2;45;6000000;1900;-1;6;;Лобня;133333
realtor;Лобня;1;4;2;44;5200000;1975;27;6;;Лобня;118182
real_estate_agent;Лобня;3;17;3;75;14700000;2013;-1;15;;Лобня;196000
real_estate_agent;Лобня;1;9;3;68;8000000;1988;40;10;;Лобня;117647
realtor;Лобня;8;9;3;75;9100000;1988;41;9;;Лобня;121333
realtor;Лобня;9;10;3;107;17800000;2005;-1;16;;Лобня;166355
realtor;Лобня;18;20;3;96;10400000;2008;62;12;;Лобня;108333
real_estate_agent;Лобня;3;5;3;58;7500000;1970;-1;10;;Лобня;129310
realtor;Лобня;5;14;3;96;11800000;2006;69;16;;Лобня;122917
realtor;Лобня;16;17;3;81;11400000;2015;52;13;;Лобня;140741
real_estate_agent;Лобня;5;6;3;81;7999999;1995;43;8;;Лобня;98765
real_estate_agent;Лобня;9;14;3;96;10300000;1996;53;16;;Лобня;107292
real_estate_agent;Лобня;16;17;3;80;13450000;2010;54;11;;Лобня;168125
real_estate_agent;Лобня;15;17;3;84;12500000;2017;47;12;;Лобня;148810
real_estate_agent;Лобня;8;14;3;74;11500000;2000;41;12;;Лобня;155405
realtor;Лобня;14;17;3;79;8200000;-1;49;9;;Лобня;103797
homeowner;Лобня;4;5;3;60;6960000;1975;-1;6;;Лобня;116000
real_estate_agent;Лобня;12;18;3;89;10900000;2013;58;11;;Лобня;122472
real_estate_agent;Лобня;14;16;3;88;10400000;2013;58;11;;Лобня;118182
homeowner;Лобня;1;2;3;69;10500000;1959;42;7;;Лобня;152174
realtor;Лобня;2;9;3;61;9100000;1994;37;8;;Лобня;149180
real_estate_agent;Лобня;3;14;3;82;13000000;1991;33;35;;Лобня;158537
realtor;Лобня;10;14;3;81;9300000;1991;51;8;;Лобня;114815
realtor;Лобня;8;18;3;66;10500000;2018;37;14;;Лобня;159091
realtor;Лобня;3;16;3;64;7700000;-1;-1;-1;;Лобня;120313
homeowner;Лобня;4;14;3;98;12500000;2006;69;16;;Лобня;127551
realtor;Лобня;4;5;3;56;6950000;1970;46;8;;Лобня;124107
realtor;Лобня;2;9;3;59;8750000;1977;42;6;;Лобня;148305
real_estate_agent;Лобня;1;9;3;103;16000000;-1;53;15;;Лобня;155340
realtor;Лобня;7;10;3;100;17500000;1999;51;16;;Лобня;175000
realtor;Лобня;8;10;3;61;10500000;1986;37;8;;Лобня;172131
homeowner;Лобня;17;17;3;75;14990000;2015;45;13;;Лобня;199867
realtor;Лобня;12;14;3;70;10000000;-1;-1;-1;;Лобня;142857
real_estate_agent;Лобня;8;14;3;77;10800000;2006;42;12;;Лобня;140260
homeowner;Лобня;4;5;3;62;8700000;1986;40;8;;Лобня;140323
realtor;Лобня;3;5;3;51;8900000;1969;-1;6;;Лобня;174510
realtor;Лобня;1;1;3;47;14000000;1952;30;6;;Лобня;297872
real_estate_agent;Лобня;9;14;3;96;10299999;1996;53;10;;Лобня;107292
real_estate_agent;Лобня;2;9;3;71;12499000;1989;45;7;;Лобня;176042
realtor;Лобня;8;10;3;61;9500000;1981;38;8;;Лобня;155738
real_estate_agent;Лобня;1;16;3;60;6868000;-1;-1;-1;;Лобня;114467
real_estate_agent;Лобня;15;17;3;76;12300000;2010;44;10;;Лобня;161842
homeowner;Лобня;3;17;3;98;13400000;2014;-1;11;;Лобня;136735
real_estate_agent;Лобня;10;10;3;105;11700000;1996;62;14;;Лобня;111429
realtor;Лобня;6;17;3;72;10500000;2010;46;11;;Лобня;145833
realtor;Лобня;6;13;4;130;19500000;2004;-1;16;;Лобня;150000
real_estate_agent;Лобня;4;4;4;73;9900000;1964;50;8;;Лобня;135616
real_estate_agent;Лобня;1;3;4;70;7500000;-1;-1;8;;Лобня;107143
real_estate_agent;Лобня;4;5;4;60;9490000;1967;45;7;;Лобня;158167
real_estate_agent;Лобня;4;10;4;116;18800000;1998;-1;13;;Лобня;162069
real_estate_agent;Лобня;5;14;4;84;11200000;-1;54;8;;Лобня;133333
real_estate_agent;Лобня;4;6;4;160;25100000;2005;-1;22;;Лобня;156875
realtor;Лобня;9;10;4;135;19700000;1999;80;28;;Лобня;145926
homeowner;Лобня;5;5;4;58;8200000;1975;45;7;;Лобня;141379
real_estate_agent;Лобня;9;16;4;90;16000000;-1;51;21;;Лобня;177778
real_estate_agent;Лобня;3;4;4;82;8900000;1931;60;8;;Лобня;108537
homeowner;Лобня;17;18;4;123;25000000;2014;84;25;;Лобня;203252
homeowner;Лобня;5;18;2;65;12500000;2017;-1;14;;Лобня;192308
real_estate_agent;Люберцы;7;9;1;32;4999000;1978;19;6;;Панки;156219
realtor;Лобня;9;17;1;246;4500000;-1;12;5;открыт Северный обход Лобни;Лобня;18293
realtor;Лобня;3;17;1;271;5400000;-1;20;-1;;Лобня;19926
real_estate_agent;Лобня;3;3;1;15;2650000;-1;5;5;;Лобня;176667
real_estate_agent;Лобня;17;17;1;246;4000000;2023;12;-1;;Лобня;16260
unknown;Лобня;3;18;1;28;5300000;2018;19;3;;Лобня;189286
real_estate_agent;Лобня;12;17;1;27;6200000;2021;17;5;;Лобня;229630
real_estate_agent;Лобня;15;17;1;271;5200000;2019;15;4;;Лобня;19188
homeowner;Лобня;12;17;1;29;6200000;2018;-1;3;;Лобня;213793
real_estate_agent;Лобня;1;5;1;241;4300000;-1;15;4;;Лобня;17842
real_estate_agent;Лобня;4;17;1;49;6900000;-1;25;-1;;Лобня;140816
homeowner;Лобня;6;10;1;42;6000000;2011;-1;-1;;Лобня;142857
real_estate_agent;Лобня;14;16;1;26;3591000;-1;-1;-1;;Лобня;138115
real_estate_agent;Лобня;15;16;1;26;3591000;-1;-1;-1;;Лобня;138115
homeowner;Лобня;4;17;1;45;6950000;2010;20;10;;Лобня;154444
real_estate_agent;Лобня;2;16;1;309;4268000;-1;-1;-1;;Лобня;13812
real_estate_agent;Лобня;6;17;1;262;4700000;2018;10;6;;Лобня;17939
real_estate_agent;Лобня;4;17;1;45;6999999;2010;31;10;;Лобня;155556
realtor;Лобня;8;17;1;246;5195520;2024;-1;-1;;Лобня;21120
unknown;Лобня;1;5;2;43;6300000;-1;26;6;;Лобня;146512
unknown;Дмитров;3;3;2;30;3900000;-1;-1;7;Дмитров;;130000
real_estate_agent;Дмитров;9;17;2;59;7700000;2011;40;8;Дмитров;;130508
realtor;Дмитров;9;14;2;52;6700000;2002;31;10;;;128846
real_estate_agent;Дмитров;2;3;2;62;6600000;2022;-1;11;Дмитров;;106452
realtor;Дмитров;8;9;2;45;4400000;1977;34;7;Дмитров;;97778
real_estate_agent;Дмитров;2;3;2;69;7000000;2022;-1;11;Дмитров;;101449
real_estate_agent;Дмитров;3;9;2;54;6250000;2022;28;9;Дмитров;;115741
real_estate_agent;Дмитров;10;17;2;59;9099000;2021;57;12;Дмитров;;154220
real_estate_agent;Дмитров;1;4;2;68;6650000;2018;-1;-1;Дмитров;;97794
homeowner;Дмитров;3;3;2;60;5200000;-1;45;12;;;86667
real_estate_agent;Дмитров;8;14;2;56;7499000;-1;33;9;Дмитров;;133911
real_estate_agent;Дмитров;5;9;2;51;6000000;1985;27;7;;Алтуфьево;117647
realtor;Дмитров;11;12;2;60;7300000;-1;36;10;Дмитров;;121667
real_estate_agent;Дмитров;3;5;2;45;4990000;1965;30;7;Дмитров;;110889
unknown;Дмитров;4;4;2;57;9250000;2018;39;12;Дмитров;;162281
realtor;Дмитров;2;3;2;72;8090000;-1;-1;10;Дмитров;;112361
homeowner;Дмитров;7;12;2;84;10500000;2012;41;15;;;125000
unknown;Дмитров;9;14;2;52;6700000;2002;31;10;;;128846
realtor;Дмитров;5;12;2;58;6990000;2009;33;11;Дмитров;;120517
unknown;Дмитров;5;15;2;76;5600000;-1;50;15;Дмитров;;73684
real_estate_agent;Дмитров;3;4;2;44;5050000;2022;16;21;Дмитров;;114773
unknown;Дмитров;2;5;2;43;4550000;1600;28;7;;;105814
unknown;Дмитров;6;12;2;62;7100000;2005;35;11;;;114516
unknown;Дмитров;4;5;2;40;3700000;1963;30;6;Дмитров;;92500
homeowner;Дмитров;2;10;2;63;9200000;2012;37;10;Дмитров;;146032
homeowner;Дмитров;8;17;2;56;6999000;2011;31;11;Дмитров;;124982
real_estate_agent;Дмитров;2;3;2;57;4850000;2014;17;28;;Физтех;85088
real_estate_agent;Дмитров;3;5;2;42;4600000;-1;27;6;Дмитров;;109524
real_estate_agent;Дмитров;4;5;2;44;4600000;1964;-1;7;Дмитров;;104545
real_estate_agent;Дмитров;2;3;2;51;6800000;2017;30;8;Дмитров;;133333
real_estate_agent;Дмитров;2;5;2;37;3700000;-1;25;6;Дмитров;;100000
real_estate_agent;Дмитров;4;6;2;49;5600000;-1;30;6;Дмитров;;114286
real_estate_agent;Дмитров;5;5;2;41;4300000;1981;30;6;Дмитров;;104878
real_estate_agent;Дмитров;7;9;2;43;4800000;-1;25;7;;;111628
homeowner;Дмитров;9;9;2;45;4900000;1988;27;6;;;108889
real_estate_agent;Дмитров;3;4;2;70;9800000;-1;40;15;Дмитров;;140000
realtor;Дмитров;5;9;2;45;5100000;1977;29;6;;;113333
real_estate_agent;Дмитров;6;12;2;84;8600000;-1;41;15;;;102381
homeowner;Дмитров;3;5;2;44;5000000;1974;28;7;;;113636
realtor;Дмитров;2;9;2;46;5600000;1975;-1;7;;;121739
homeowner;Дмитров;6;6;2;57;7400000;2001;-1;10;Дмитров;;129825
real_estate_agent;Дмитров;4;5;2;59;5500000;-1;34;9;;;93220
real_estate_agent;Дмитров;1;2;2;63;6300000;1951;38;9;Дмитров;;100000
