author_type;location;floor;floors_count;rooms_count;total_meters;price;year_of_construction;living_meters;kitchen_meters;district;underground;price_per_sqm
real_estate_agent;Москва;32;57;4;180;183000000;2006;112;15;Хорошевский;Аэропорт;1016667
real_estate_agent;Москва;16;22;2;74;36500000;2003;34;20;Тропарево-Никулино;Тропарёво;493243
realtor;Москва;4;15;5;175;266700000;-1;-1;20;Хамовники;Фрунзенская;1524000
real_estate_agent;Москва;2;15;3;102;21000000;1998;62;12;Выхино-Жулебино;Жулебино;205882
real_estate_agent;Москва;11;22;3;105;30900000;1999;85;10;Марьино;Братиславская;294286
homeowner;Москва;1;3;1;297;1600000;-1;15;5;Тверской;Александровский сад;5387
real_estate_agent;Москва;2;5;-1;15;4699999;1970;-1;13;Текстильщики;Текстильщики;313333
real_estate_agent;Москва;4;9;2;42;11700000;1969;-1;5;Богородское;Бульвар Рокоссовского;278571
real_estate_agent;Москва;5;17;2;33;10900000;2018;20;7;;Бачуринская;330303
real_estate_agent;Москва;13;17;1;42;11300000;2010;-1;9;;Рассказовка;269048
real_estate_agent;Москва;7;12;1;35;11350000;1966;-1;10;Южное Медведково;Медведково;324286
real_estate_agent;Москва;9;14;1;35;12500000;1972;-1;10;Восточное Дегунино;Дегунино;357143
real_estate_agent;Москва;14;21;3;115;129000000;2017;55;20;Пресненский;Улица 1905 года;1121739
real_estate_agent;Москва;2;5;1;20;8000000;-1;-1;10;Марфино;Окружная;400000
real_estate_agent;Москва;5;15;1;33;11000000;1977;-1;7;Котловка;Нахимовский проспект;333333
real_estate_agent;Москва;5;25;1;52;23450000;2015;-1;15;Хорошево-Мневники;Народное Ополчение;450962
realtor;Москва;13;14;2;38;10700000;1971;24;6;Лосиноостровский;Медведково;281579
homeowner;Москва;2;5;2;41;13300000;1963;27;6;Ивановское;Новогиреево;324390
real_estate_agent;Москва;4;9;2;35;16000000;1965;20;6;Басманный;Бауманская;457143
real_estate_agent;Москва;3;5;2;42;13000000;1968;28;6;Выхино-Жулебино;Юго-Восточная;309524
real_estate_agent;Москва;12;14;2;48;13000000;1970;29;9;Выхино-Жулебино;Юго-Восточная;270833
real_estate_agent;Москва;5;18;2;36;11299999;2023;14;18;;Румянцево;313889
real_estate_agent;Москва;1;17;3;77;11200000;2023;43;11;;Троицк;145455
real_estate_agent;Москва;4;4;1;32;7100000;1964;20;6;;Щербинка;221875
real_estate_agent;Москва;2;6;1;24;18520000;1928;-1;-1;Тверской;Пушкинская;771667
realtor;Москва;2;9;2;46;13250000;1967;30;7;Очаково-Матвеевское;Матвеевская;288043
real_estate_agent;Москва;7;17;2;51;15900000;2002;30;10;Южное Тушино;Сходненская;311765
real_estate_agent;Москва;6;9;1;32;11000000;1963;-1;9;Черемушки;Профсоюзная;343750
real_estate_agent;Москва;17;17;2;82;48500000;2014;42;16;Раменки;Матвеевская;591463
homeowner;Москва;6;9;1;32;11300000;1967;18;8;Бутырский;Тимирязевская;353125
real_estate_agent;Москва;4;14;1;36;10500000;2019;15;10;Северный;Долгопрудная;291667
real_estate_agent;Москва;20;25;2;56;15990000;2001;33;10;Выхино-Жулебино;Юго-Восточная;285536
real_estate_agent;Москва;4;9;1;35;8990000;2019;20;9;;Филатов Луг;256857
homeowner;Москва;3;13;2;63;105000000;2022;47;13;Хамовники;Спортивная;1666667
homeowner;Москва;3;3;2;55;8500000;-1;-1;12;;Филатов Луг;154545
real_estate_agent;Москва;9;27;3;80;32000000;2023;50;23;Пресненский;Шелепиха;400000
realtor;Москва;11;16;1;39;13990000;1970;28;7;Нагатинский затон;Коломенская;358718
homeowner;Москва;6;7;2;38;21000000;2021;26;10;Даниловский;ЗИЛ;552632
realtor;Москва;11;14;2;53;12990000;-1;32;10;Люблино;Люблино;245094
real_estate_agent;Москва;3;29;5;400;261198540;2001;180;20;Проспект Вернадского;Новаторская;652996
real_estate_agent;Москва;16;19;2;54;20400000;2018;32;8;Академический;Академическая;377778
real_estate_agent;Москва;6;21;3;79;26000000;2024;50;12;Хорошевский;Полежаевская;329114
real_estate_agent;Москва;4;5;3;65;54500000;-1;45;9;Пресненский;Пушкинская;838462
real_estate_agent;Москва;11;17;3;74;20000000;-1;45;10;Царицыно;Кавказский бульвар;270270
realtor;Москва;4;26;1;57;21850000;-1;26;18;Хорошевский;ЦСКА;383333
homeowner;Москва;14;16;3;65;17000000;1978;47;8;Теплый Стан;Генерала Тюленева;261538
homeowner;Москва;1;15;1;193;7000000;2021;10;5;НАО (Новомосковский);;36269
real_estate_agent;Москва;8;10;1;20;6750000;-1;15;-1;Выхино-Жулебино;Выхино;337500
real_estate_agent;Москва;5;12;3;64;13900000;1969;45;9;Богородское;Бульвар Рокоссовского;217188
real_estate_agent;Москва;19;24;1;315;10400000;2019;-1;10;;Ольховая;33016
real_estate_agent;Москва;2;9;2;44;13990000;1976;-1;6;Зябликово;Красногвардейская;317955
real_estate_agent;Москва;4;14;1;39;10500000;2022;15;18;;Ольховая;269231
real_estate_agent;Москва;12;12;2;39;12600000;1967;24;7;Бутырский;Тимирязевская;323077
real_estate_agent;Москва;6;17;3;75;23500000;2007;-1;16;Марфино;Фонвизинская;313333
unknown;Москва;5;5;-1;63;8000000;1956;37;8;Ростокино;Ростокино;126984
real_estate_agent;Москва;13;32;2;77;39500000;2021;48;12;Черемушки;Зюзино;512987
real_estate_agent;Москва;5;9;2;38;12000000;-1;23;8;Ростокино;Ростокино;315789
real_estate_agent;Москва;3;19;3;82;18300000;-1;46;12;;Потапово;223171
real_estate_agent;Москва;8;10;4;107;35500000;2024;-1;3;Головинский;Коптево;331776
real_estate_agent;Москва;6;12;1;35;11400000;1972;20;8;Преображенское;Преображенская площадь;325714
real_estate_agent;Москва;5;7;3;125;155500000;2023;77;14;Таганский;Чкаловская;1244000
real_estate_agent;Москва;3;5;3;77;29000000;-1;53;9;Академический;Академическая;376623
real_estate_agent;Москва;5;8;-1;369;548230000;2015;300;40;Хамовники;Спортивная;1485718
real_estate_agent;Москва;7;12;1;35;8300000;1973;18;7;Выхино-Жулебино;Юго-Восточная;237143
realtor;Москва;9;9;3;84;19800000;2022;61;14;;Рассказовка;235714
realtor;Москва;16;26;2;66;20990000;2018;32;14;Рязанский;Стахановская;318030
realtor;Москва;4;9;1;32;10500000;-1;19;7;Орехово-Борисово Северное;Орехово;328125
realtor;Москва;4;9;1;32;9900000;1969;19;7;Богородское;Преображенская площадь;309375
official_representative;Москва;1;4;2;43;13231700;2014;-1;7;Покровское-Стрешнево;Тушинская;307714
unknown;Москва;9;11;4;130;70000000;2011;-1;16;Щукино;Панфиловская;538462
real_estate_agent;Москва;9;16;2;53;20500000;1983;32;8;Марьина роща;Достоевская;386792
homeowner;Москва;1;4;1;33;7500000;1962;19;6;;Щербинка;227273
real_estate_agent;Москва;5;15;1;36;9200000;2020;16;9;;Ольховая;255556
homeowner;Москва;8;15;1;259;8700000;2018;17;7;;Новомосковская;33591
homeowner;Москва;15;17;1;38;12500000;1988;-1;9;Солнцево;Солнцево;328947
realtor;Москва;16;39;2;47;26500000;2020;25;9;Академический;Академическая;563830
real_estate_agent;Москва;9;16;3;114;15000000;2012;65;17;;Кокошкино;131579
real_estate_agent;Москва;6;9;2;85;32000000;-1;42;23;Сокол;Сокол;376471
real_estate_agent;Москва;3;12;2;47;12000000;1981;30;7;Люблино;Люблино;255319
real_estate_agent;Москва;15;17;2;54;15500000;1992;32;9;Митино;Волоколамская;287037
realtor;Москва;1;3;1;41;8990000;-1;-1;6;Кунцево;Мякинино;219268
homeowner;Москва;3;23;3;92;29999999;2005;55;7;Москворечье-Сабурово;Кантемировская;326087
realtor;Москва;6;8;2;52;22900000;1956;-1;6;Алексеевский;ВДНХ;440385
realtor;Москва;2;5;2;44;13700000;1964;30;8;Преображенское;Преображенская площадь;311364
real_estate_agent;Москва;6;6;2;136;47000000;-1;60;15;Раменки;Минская;345588
homeowner;Москва;2;21;2;57;23300000;2023;31;13;Хорошевский;Зорге;408772
realtor;Москва;5;9;2;49;13850000;1968;29;7;Аэропорт;Гражданская;282653
homeowner;Москва;12;12;1;39;10800000;1976;21;9;Чертаново Южное;Улица Академика Янгеля;276923
realtor;Москва;12;17;3;74;44300000;2019;50;18;Даниловский;ЗИЛ;598649
official_representative;Москва;2;4;3;92;29478600;2014;-1;9;Покровское-Стрешнево;Тушинская;320420
real_estate_agent;Москва;3;8;3;84;33000000;1951;45;12;Мещанский;Проспект Мира;392857
real_estate_agent;Москва;8;24;3;111;67500000;2008;59;15;Раменки;Ломоносовский проспект;608108
real_estate_agent;Москва;12;26;4;123;130000000;2019;-1;-1;Кунцево;Молодёжная;1056911
real_estate_agent;Москва;3;21;2;66;65990000;2017;-1;-1;Пресненский;Улица 1905 года;999848
real_estate_agent;Москва;28;29;3;117;59000000;2023;-1;-1;Хорошево-Мневники;Народное Ополчение;504274
real_estate_agent;Москва;23;43;3;83;48490000;2023;-1;-1;Хорошево-Мневники;Народное Ополчение;584217
realtor;Москва;14;17;1;38;8700000;2014;-1;10;;Ольховая;228947
real_estate_agent;Москва;15;42;2;42;24850000;-1;-1;16;Котловка;Крымская;591667
real_estate_agent;Москва;7;14;2;52;13500000;1990;30;9;Крюково;Зеленоград — Крюково;259615
real_estate_agent;Москва;12;31;3;64;34900000;-1;22;26;Пресненский;Белорусская;545313
realtor;Москва;6;6;2;57;52500000;2022;-1;13;Марьина роща;Марьина Роща;921053
real_estate_agent;Москва;6;6;1;41;10260000;2024;13;18;;Потапово;250244
homeowner;Москва;8;10;1;19;6750000;-1;-1;3;Выхино-Жулебино;Выхино;355263
real_estate_agent;Москва;1;5;3;80;32000000;1954;61;7;Филевский парк;Филёвский парк;400000
realtor;Москва;2;16;-1;167;4980000;1989;-1;-1;Отрадное;Отрадное;29820
realtor;Москва;30;37;1;34;14050000;2010;21;10;Хорошевский;Беговая;413235
real_estate_agent;Москва;16;17;2;108;40990000;2007;50;26;Лефортово;Лефортово;379537
real_estate_agent;Москва;7;9;3;60;12480000;1972;43;6;Рязанский;Рязанский проспект;208000
real_estate_agent;Москва;21;52;4;110;76500000;2020;65;40;Раменки;Раменки;695455
real_estate_agent;Москва;5;21;2;65;61500000;2023;30;24;Пресненский;Улица 1905 года;946154
homeowner;Москва;2;9;3;75;34300000;1958;51;8;Ломоносовский;Университет;457333
realtor;Москва;4;12;1;317;8400000;2024;12;9;;Ольховая;26498
real_estate_agent;Москва;26;27;2;85;55000000;2021;-1;25;Хорошево-Мневники;Шелепиха;647059
real_estate_agent;Москва;2;25;1;33;10500000;2014;13;14;;Ольховая;318182
